1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.00E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.00E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.00E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.00E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
1.22E+03	1.01E+06
